"","linha","texto","categoria"
"61",61," Também nós nos horrorizamos vendo compatriotas nossos - e ainda que não fossem brasileiros -, vendo seres humanos ao nosso lado subjugados pela fome, pela doença, pela ignorância, pela violência",13
"62",62," Isso não pode continuar! Tal como o abolicionismo, o movimento por reformas que eu represento não é contra ninguém",13
"63",63," Não quer dividir a Nação: quer uni-la em torno da perspectiva de um amanhã melhor para todos",24
"64",64," Mas, ao contrário de Nabuco, eu tenho bem presente que o meu mandato veio do voto livre dos meus concidadãos",24
"65",65," Da maioria deles, independentemente da sua condição social",24
"66",66," Veio também, e em grande número, dos excluídos; dos brasileiros mais humildes, que pagavam a conta da inflação sem terem como se defender; dos que são humilhados nas filas dos hospitais e da Previdência; dos que ganham pouco pelo muito que dão ao País nas fábricas, nos campos, nas lojas, nos escritórios, nas ruas e estradas, nos hospitais, nas escolas, nos canteiros de obra; dos que clamam por justiça porque têm, sim, consciência e disposição para lutar por seus direitos - a eles eu devo em grande parte minha eleição",13
"67",67," Vou governar para todos",20
"68",68," Mas, se for preciso acabar com privilégios de poucos para fazer justiça à imensa maioria dos brasileiros, que ninguém duvide: eu estarei ao lado da maioria",13
"69",69," Com serenidade, como é do meu feitio, mas com firmeza",24
"70",70," Buscando sempre os caminhos do diálogo e do convencimento, mas sem fugir à responsabilidade de decidir",20
"71",71," Sabendo que a maioria dos brasileiros não espera milagres, mas há de cobrar resultados a cada dia do Governo",24
"72",72," Mesmo porque os brasileiros voltaram a acreditar no Brasil e têm pressa para vê-lo cada vez melhor",24
"73",73," Também vemos com satisfação que aumenta o interesse de outros países pelo Brasil",19
"74",74," Nossos esforços para consolidar a democracia, ajustar a economia e atacar os problemas sociais são acompanhados com expectativa muito positiva do exterior",19
"75",75," Todos percebem hoje por que a nossa transição foi mais lenta e, por vezes, mais difícil do que em outros países",19
"76",76," É porque ela foi mais ampla e mais profunda",24
"77",77," A um só tempo, restauramos as liberdades democráticas e iniciamos a reforma da economia",2
"78",78," Por isso mesmo, construímos base mais sólida para seguir adiante",24
"79",79," Temos o apoio da sociedade para mudar",24
"80",80," Ela sabe o que quer e para onde devemos ir",24
"81",81," Rapidamente, no ritmo veloz das comunicações e da abertura da eco- nomia brasileira, estamos deixando para trás atitudes xenófobas, que foram mais efeito do que causa do nosso relativo fechamento no passado",2
"82",82," Nada disso implica renunciar a uma fração que seja da nossa soberania, nem descuidar dos meios para garanti-la",16
"83",83," Como Comandante-em-Chefe das nossas Forças Armadas, estarei atento às suas necessidades de modernização, para que atinjam níveis de operacionalidade condizentes com a estatura estratégica e com os compromissos internacionais do Brasil",19
"84",84," Nesse sentido, atribuirei ao Estado-Maior das Forças Armadas novos encargos, além dos já estabelecidos",16
"85",85," E determinarei a apresentação de propostas» com base em estudos a serem realizados em conjunto com a Marinha, o Exército e a Aeronáutica, para conduzir a adaptação gradual dás nossas Forças de defesa às demandas do futuro, No mundo pós-Guerra Fria» a importância de países como o Brasil nio depende somente de fatores militares e estratégicos, mas sobretudo da estabilidade política interna, do nível geral de bem-estar» dos sinais vitais da economia — a capacidade de crescer e gerar empregos, a base tecnológica,, a participação no comércio internacional - e, também, de propostas diplomáticas claras, objetivas e viáveis, Por isso mesmo, a realização de um projeto nacional consistente de desenvolvimento deve nos fortalecer crescentemente no cenário inter- nacional",19
"86",86," O momento é favorável para que o Brasil busque uma partici- pação mais ativa nesse contexto",19
"87",87," Temos identidade e valores permanentes, que hão de continuar se expressando em nossa política externa",19
"88",88," Continuidade significa confiabilidade no campo internacional",19
"89",89," MA>danças bruscas, desligadas de uma visão de longo prazo, podem satisfazer interesses conjunturais, mas não constroem o perfil de um Estado responsável",24
"90",90," Não devemos* contudo, ter receio de inovar quando os nossos interesses e valores assim indicarem",24
"91",91," Numa fase de transformações radicais, marcada pela redefinição das regras de convivência política e económica entre os países, não podemos, por mero saudosismo, dar as costas aos rumos da História",19
"92",92," TèmoS sim, que estar atentos a eles para influenciar o desenho da nova ordem, Ê tempo, portanto, de atualizar nosso discurso e nossa ação externa, levando em conta as mudanças no sistema internacional e o novo consenso interno em relação aos nossos objetivos, É tempo de debater às claras qual deve ser o perfil do Brasil, como Nação soberana, neste mundo em transformação, envolvendo no deba- te a Chancelaria, o Congresso, a universidade, os sindicatos, as empresas, as organizações não-goveraamentais",19
"93",93," Vamos aposentar os velhos dilemas ideológicos e as velhas formas de confrontação e enfrentar os temas que movem a cooperação e o conflito entre os países nos dias de hoje: direitos humanos e democracia; meio ambiente e desenvolvimento sustentável; as tarefas ampliadas do multilateralismo e os desafios da regionalização; a dinamização do co- mércio internacional e a superação das formas de protecionismo e unilateralismo",19
"94",94," Outros temas centrais são o acesso à tecnologia, os esforços de não proliferação e combate às formas de criminalidade internacional",19
"95",95," Vamos valorizar ao máximo a condição universal da nossa presença tanto política como económica, condição que tanto nos permite apro- fundar-nos nos esquemas de integração regional, partindo do Merco- sul, como explorar o dinamismo da Europa unificada, do Nafta, da Ásia, do Pacífico",19
"96",96," E, ainda, identificar áreas com potencial novo nas relações internacionais, como a África do Sul pós-apartheid",19
"97",97," Sem nos esquecermos das nossas relações tradicionais com o continente africa- no e de países como a China, a Rússia e a índia, que, por sua dimensão continental, enfrentam problemas semelhantes aos nossos no esforço pelo desenvolvimento económico e social",19
"98",98," Eu acredito que o Brasil tem um lugar reservado entre os países bem-sucedidos do planeta, no próximo século",19
"99",99," E estou convencido de que os únicos obstáculos importantes que nós enfrentaremos para ocu- par esse lugar vêm dos nossos desequilíbrios internos - das desigualdades extremas entre regiões e grupos sociais",19
"100",100," Sabemos que o desenvolvimento de um país, no mundo de hoje, não se mede pela quantidade das coisas que produz",18
"101",101," O verdadeiro grau de desenvolvimento se mede pela qualidade da atenção que um país dá à sua gente",1
"102",102," À sua gente e à sua cultura",23
"103",103," Num mundo em que a comunicação é global e instantânea e em que, ao mesmo tempo, os públicos se fragmentam e se especializam, a identidade cultural torna-se o cimento das nações",23
"104",104," Nós, brasileiros, somos um povo com grande homogeneidade cultural",23
"105",105," Nossos regíonalismos constituem variações da nossa cultura básica, nascida do encontro da tradição ocidental-portuguesa com a africana e a indígena",23
"106",106," Nossos intelectuais, nossos artistas e nossos produtores culturais são a expressão genuína do nosso povo",23
"107",107," Quero prestigiá-los e dar-lhes condições para que sejam construtores da cidadania, pois a cidadania, além de ser um direito do indivíduo, é também o orgulho de fazer parte de um país que tem valores e estilo próprios",23
"108",108," As prioridades que propus ao eleitor, e que a maioria aprovou, são aquelas que repercutem diretamente na qualidade de vida das pessoas: emprego, saúde, segurança, educação, produção de alimentos",13
"109",109," A geração de empregos virá com a retomada do crescimento, mas não automaticamente",5
"110",110," O Governo estará empenhado em programas e ações específicas nesse sentido",5
"111",111," E se jogará por inteiro no grande desa- fio - que é do Brasil e não é apenas desta ou daquela região; que é de todos e não apenas dos excluídos - de diminuir as desigualdades até acabar com elas",13
"112",112," Acesso aos hospitais, respeito no atendimento, eliminação das espe- ras desnecessárias, combate ao desperdício e às fraudes são elementos tão indispensáveis à boa gestão da saúde quanto a existência de verbas adequadas",3
"113",113," Mas a saúde tem que ser encarada - e assim vai ser no meu Governo - principalmente como a prevenção da doença, e não só como a cura da doença",3
"114",114," Uma visão moderna da saúde inclui saneamento básico, vacinação em massa, alimentação adequada, esporte para todos",3
"115",115," A escola precisa voltar a ser o centro do processo de ensino",6
"116",116," Escola não é só a função do professor - e a recuperação do seu salário, principalmente no ensino básico; é muito mais que isso",6
"117",117," É o lugar de convivência onde a ação dos pais, a solidariedade do meio social, a participação do aluno e do professor e uma boa administraçãq se somam para formar cidadãos",6
"118",118," Para dar o salto que se impõe no limiar do novo milénio, não podemos mais conviver com o analfabetismo e o semi^analfabetismo em massa",6
"119",119," É uma pobre ilusão achar que o mero consumo de quinquilharias vai nos fazer ""modernos"", se nossas crianças continuarem passando pela escola sem absorver o mínimo indispensável de conhecimento para viver no ritmo da modernidade",6
"120",120," Chega de construir escolas faraónicas e depois enchê-las de professores mal pagos e mal preparados, junto com estudantes desmotivados e sem condições materiais e psicológicas para ter um bom aproveitamento",6
"121",121," Para exercermos na plenitude nosso mandato de acabar com a miséria, é preciso também acabar com a miséria espiritual; Que os meios modernos de comunicação nos ajudem nessa tarefa",17
"122",122," Ao lado da informação e do divertimento, vamos engajar nossas TVs numa verdadeira cruzada nacional pelo resgate da cidadania através do ensino, começando por uma intensa ação de alfabetização e formação cultural",17
"123",123," Minha missão, a partir de hoje, é fazer com que essas prioridades do povo sejam também as prioridades do Governo",24
"124",124," Isso vai demandar uma ampla reorganização da máquina do Governo",20
"125",125," A administração está muito deteriorada, depois de anos de desmandos e arrocho financeiro",20
"126",126," O clientelismo, o corporativismo e a corrupção sugam o dinheiro do contribuinte antes que chegue aos que deveriam ser os beneficiários legítimos das ações do Governo, principalmente na área social",20
"127",127," As CPIs do Congresso e as providências enérgicas tomadas pelo Governo Itamar Franco começaram a limpeza desses parasitas nos últimos dois anos",20
"128",128," Vai ser preciso mexer em muitos vespeiros para completar a faxina e fazer as reformas estruturais necessárias para dar eficiência ao serviço público",20
"129",129," Isso não me assusta",24
"130",130," Sei que terei o apoio da maioria da Nação, inclusive dos muitos funcionários que têm amor ao serviço público",20
"131",131," O apoio mais importante, na verdade, não é ao Governo nem à pessoa do Presidente",24
"132",132," É o apoio que formos capazes de dar uns aos outros, como brasileiros, e o apoio de todos ao Brasil",24
"133",133," Essa verdadeira revolução social e de mentalidade só irá acontecer com o concurso da sociedade",24
"134",134," O Governo tem um papel fundamental, e eu cuidarei para que cumpra esse papel",20
"135",135," Mas, sem que o Congresso aprove as mudanças na Constituição e nas leis — algumas das quais apontei em meu discurso de despedida do Senado — e sem que a opinião pública se mobilize, as boas intenções morrem nos discursos",20
"136",136," Precisamos costurar novas formas de participação da sociedade no processo das mudanças",2
"137",137," Parte fundamental dessa tomada de consciência, dessa reivindicação cidadã e dessa mobilização vai depender dos meios de comunicação de massa",17
"138",138," Nossos meios de comunicação foram fundamentais para a redemocratização e têm sido básicos para a recuperação da moralidade na vida pública",17
"139",139," Agora eles têm reservado um papel central na mobilização de todos para uma sociedade mais justa e melhor, mantendo sempre a independência crítica e a paixão pela veracidade da informação",17
"140",140," Quando os brasileiros puderem ser mais informados; quando puderem ser mais críticos das políticas postas em prática do que do folclore dos fatos diversos da vida cotidiana; quando puderem pôr mais em perspectiva os acontecimentos e cobrar mais a coerência da ação do que fazer julgamentos de intenção, mais capacitados vão estar para o exercício da cidadania",2
"141",141," O sentimento que move esse apoio de todos ao País tem um nome: solidariedade, É ela que nos faz sair do círculo pequeno dos nossos interesses particulares para ajudar nosso vizinho, nosso colega, nosso compatriota, próximo ou distante",24
"142",142," Nós, brasileiros, somos um povo solidário",23
"143",143," Vamos fazer desse sentimento a mola de grande mutirão nacional, unindo o Governo e a comunidade, para varrer do mapa do Brasil a fome e a miséria",13
"144",144," Vamos assegurar uma vida decente às nossas crianças, tirando-as do abandono das ruas e, sobretudo, pondo um paradeiro nos vergonhosos massacres de crianças e jovens",13
"145",145," Vamos assegurar com energia direitos iguais aos iguais; às mulheres, que são a maioria do nosso povo e às quais o País deve respeito, oportunidades de educação e de trabalho; às minorias raciais e a algumas quase minorias - aos negros, principalmente -, que esperam que igualdade seja, mais do que uma palavra, o retrato de uma realidade; aos grupos indígenas, alguns deles testemunhas vivas da arqueologia hu- mana, e todos testemunhas da nossa diversidade",2
"146",146," Vamos fazer da solidariedade o fermento, da nossa cidadania, em busca da igualdade",2
"147",147," E a nossa esperança de ver um Brasil livre, próspero e justo há de pulsar, cada vez mais forte, no peito de cada brasileiro, como uma grande certeza",24
"148",148," Ao encerrar este discurso, quero deixar uma palavra comovida de agradecimento",24
"149",149," Ao povo do meu país que, generoso e determinado, elegeu-me já no primeiro turno",24
"150",150," A tantos que me acompanham nas lutas políticas",24
"151",151," À minha família, que soube compreender os desafios da História",24
"152",152," Ao Congresso, ao qual pertenci até hoje e que, nesta cerimónia, com a proclamação da Justiça Eleitoral, me empossa como Presidente da República",20
"153",153," Aos Chefes de Estado e às delegações estrangeiras de países amigos que vieram prestigiar este ato",19
"154",154," Aos nossos convidados",24
"155",155," A todos os cidadãos e cidadãs deste nosso Brasil, aos quais peço, mais uma vez, muita fé, muita esperança, muita confiança, muito amor, muito trabalho",24
"156",156," Eu os convoco para mudar o Brasil",24
"157",157," Muito obrigado",24
